,group,group_name,start,end,width,tx_id,exon_id,exon_rank,seq_start,seq_end,seq_name,seq_strand
2454,2454,NA,-1,-1,1,NA,NA,NA,128497489,128497490,chr3,+
2455,2455,NA,-1,-1,1,NA,NA,NA,54757803,54757804,chr1,-
2456,2456,NA,-1,-1,1,NA,NA,NA,46308800,46308801,chr22,+
2457,2457,NA,-1,-1,1,NA,NA,NA,159748307,159748308,chr6,+
2458,2458,NA,-1,-1,1,NA,NA,NA,91458461,91458462,chr14,-
2459,2459,NA,-1,-1,1,NA,NA,NA,99965605,99965606,chr13,-
2460,2460,NA,-1,-1,1,NA,NA,NA,156960018,156960019,chr7,+
2461,2461,NA,-1,-1,1,NA,NA,NA,42581869,42581870,chr17,-
2462,2462,NA,-1,-1,1,NA,NA,NA,73302744,73302745,chr15,+
2463,2463,NA,-1,-1,1,NA,NA,NA,123256068,123256069,chr8,-
2464,2464,NA,-1,-1,1,NA,NA,NA,153478031,153478032,chr2,-
2465,2465,NA,-1,-1,1,NA,NA,NA,139373231,139373232,chr6,-
2466,2466,NA,-1,-1,1,NA,NA,NA,62881247,62881248,chr20,-
2467,2467,NA,-1,-1,1,NA,NA,NA,100358928,100358929,chr7,+
2468,2468,NA,-1,-1,1,NA,NA,NA,49067900,49067901,chrX,+
2469,2469,NA,-1,-1,1,NA,NA,NA,73065594,73065595,chr3,+
2470,2470,NA,-1,-1,1,NA,NA,NA,66703787,66703788,chr15,+
2471,2471,NA,-1,-1,1,NA,NA,NA,42668130,42668131,chr17,-
2472,2472,NA,-1,-1,1,NA,NA,NA,25169254,25169255,chr15,-
2473,2473,NA,-1,-1,1,NA,NA,NA,218642226,218642227,chr2,-
2474,2474,NA,-1,-1,1,NA,NA,NA,134033407,134033408,chr9,-
2475,2475,NA,-1,-1,1,NA,NA,NA,72334452,72334453,chr10,-
2476,2476,NA,-1,-1,1,NA,NA,NA,3122029,3122030,chr19,+
2477,2477,NA,-1,-1,1,NA,NA,NA,76732383,76732384,chr5,+
2478,2478,NA,-1,-1,1,NA,NA,NA,6887799,6887800,chr1,+
2479,2479,NA,-1,-1,1,NA,NA,NA,25028268,25028269,chr22,+
2480,2480,NA,-1,-1,1,NA,NA,NA,6023251,6023252,chr7,-
2481,2481,NA,-1,-1,1,NA,NA,NA,42871345,42871346,chr22,-
2482,2482,NA,-1,-1,1,NA,NA,NA,127846381,127846382,chr2,-
2483,2483,NA,-1,-1,1,NA,NA,NA,58170921,58170922,chr3,+
2484,2484,NA,-1,-1,1,NA,NA,NA,68297323,68297324,chr16,+
2485,2485,NA,-1,-1,1,NA,NA,NA,153636507,153636508,chr4,+
2486,2486,NA,-1,-1,1,NA,NA,NA,63955100,63955101,chr11,+
2487,2487,NA,-1,-1,1,NA,NA,NA,73569277,73569278,chr14,-
2488,2488,NA,-1,-1,1,NA,NA,NA,36255674,36255675,chr20,+
2489,2489,NA,-1,-1,1,NA,NA,NA,196830480,196830481,chr3,+
2490,2490,NA,-1,-1,1,NA,NA,NA,138092060,138092061,chr6,-
2491,2491,NA,-1,-1,1,NA,NA,NA,14661,14662,chr1,-
2492,2492,NA,-1,-1,1,NA,NA,NA,38932936,38932937,chr19,+
2493,2493,NA,-1,-1,1,NA,NA,NA,10461658,10461659,chr1,-
2494,2494,NA,-1,-1,1,NA,NA,NA,11837903,11837904,chr16,-
2495,2495,NA,-1,-1,1,NA,NA,NA,101346598,101346599,chrX,-
2496,2496,NA,-1,-1,1,NA,NA,NA,43622179,43622180,chr1,+
2497,2497,NA,-1,-1,1,NA,NA,NA,27326561,27326562,chr2,-
2498,2498,NA,-1,-1,1,NA,NA,NA,42049148,42049149,chr8,-
2499,2499,NA,-1,-1,1,NA,NA,NA,136116314,136116315,chr9,-
2500,2500,NA,-1,-1,1,NA,NA,NA,58346179,58346180,chr17,-
2501,2501,NA,-1,-1,1,NA,NA,NA,27221304,27221305,chr16,+
2502,2502,NA,-1,-1,1,NA,NA,NA,27056067,27056068,chr2,+
2503,2503,NA,-1,-1,1,NA,NA,NA,82657631,82657632,chr17,-
2504,2504,NA,-1,-1,1,NA,NA,NA,65211885,65211886,chr11,+
2505,2505,NA,-1,-1,1,NA,NA,NA,177595462,177595463,chr5,+
2506,2506,NA,-1,-1,1,NA,NA,NA,33917816,33917817,chr9,+
2507,2507,NA,-1,-1,1,NA,NA,NA,3663290,3663291,chr17,-
2508,2508,NA,-1,-1,1,NA,NA,NA,79785410,79785411,chr17,+
2509,2509,NA,-1,-1,1,NA,NA,NA,176094608,176094609,chr2,+
2510,2510,NA,-1,-1,1,NA,NA,NA,3959116,3959117,chr19,-
2511,2511,NA,-1,-1,1,NA,NA,NA,112575343,112575344,chr2,+
2512,2512,NA,-1,-1,1,NA,NA,NA,130703796,130703797,chr9,+
2513,2513,NA,-1,-1,1,NA,NA,NA,42797883,42797884,chr17,-
2514,2514,NA,-1,-1,1,NA,NA,NA,90067153,90067154,chr15,+
2515,2515,NA,-1,-1,1,NA,NA,NA,127886603,127886604,chr9,-
2516,2516,NA,-1,-1,1,NA,NA,NA,23440810,23440811,chr10,+
2517,2517,NA,-1,-1,1,NA,NA,NA,1912205,1912206,chr19,+
2518,2518,NA,-1,-1,1,NA,NA,NA,28334905,28334906,chr1,+
2519,2519,NA,-1,-1,1,NA,NA,NA,628006,628007,chr16,+
2520,2520,NA,-1,-1,1,NA,NA,NA,76563353,76563354,chr17,+
2521,2521,NA,-1,-1,1,NA,NA,NA,70372570,70372571,chr16,+
2522,2522,NA,-1,-1,1,NA,NA,NA,92837631,92837632,chr9,+
2523,2523,NA,-1,-1,1,NA,NA,NA,74376568,74376569,chr7,+
2524,2524,NA,-1,-1,1,NA,NA,NA,45531620,45531621,chr21,-
2525,2525,NA,-1,-1,1,NA,NA,NA,88294153,88294154,chr11,-
2526,2526,NA,-1,-1,1,NA,NA,NA,2732610,2732611,chr19,-
2527,2527,NA,-1,-1,1,NA,NA,NA,18777269,18777270,chr19,+
2528,2528,NA,-1,-1,1,NA,NA,NA,44108061,44108062,chr11,+
2529,2529,NA,-1,-1,1,NA,NA,NA,49049916,49049917,chr12,-
2530,2530,NA,-1,-1,1,NA,NA,NA,3827977,3827978,chr11,-
2531,2531,NA,-1,-1,1,NA,NA,NA,23571604,23571605,chr8,+
2532,2532,NA,-1,-1,1,NA,NA,NA,87967209,87967210,chr9,-
2533,2533,NA,-1,-1,1,NA,NA,NA,155016725,155016726,chr1,+
2534,2534,NA,-1,-1,1,NA,NA,NA,3812687,3812688,chr17,-
2535,2535,NA,-1,-1,1,NA,NA,NA,144443102,144443103,chr8,-
2536,2536,NA,-1,-1,1,NA,NA,NA,139472865,139472866,chr4,+
2537,2537,NA,-1,-1,1,NA,NA,NA,10941814,10941815,chr16,-
2538,2538,NA,-1,-1,1,NA,NA,NA,178231865,178231866,chr5,-
2539,2539,NA,-1,-1,1,NA,NA,NA,139511588,139511589,chr4,-
2540,2540,NA,-1,-1,1,NA,NA,NA,33462574,33462575,chr9,-
2541,2541,NA,-1,-1,1,NA,NA,NA,20704703,20704704,chr1,-
2542,2542,NA,-1,-1,1,NA,NA,NA,25677761,25677762,chr9,-
2543,2543,NA,-1,-1,1,NA,NA,NA,34635638,34635639,chr9,-
2544,2544,NA,-1,-1,1,NA,NA,NA,55577631,55577632,chr19,-
2545,2545,NA,-1,-1,1,NA,NA,NA,89835396,89835397,chr15,-
2546,2546,NA,-1,-1,1,NA,NA,NA,7710448,7710449,chr17,+
2547,2547,NA,-1,-1,1,NA,NA,NA,18777273,18777274,chr19,+
2548,2548,NA,-1,-1,1,NA,NA,NA,112575610,112575611,chr2,+
2549,2549,NA,-1,-1,1,NA,NA,NA,19051845,19051846,chr19,+
2550,2550,NA,-1,-1,1,NA,NA,NA,209783245,209783246,chr1,-
2551,2551,NA,-1,-1,1,NA,NA,NA,57391229,57391230,chr14,+
2552,2552,NA,-1,-1,1,NA,NA,NA,122208301,122208302,chr12,-
2553,2553,NA,-1,-1,1,NA,NA,NA,33201286,33201287,chr6,+
2554,2554,NA,-1,-1,1,NA,NA,NA,59213196,59213197,chr17,+
2555,2555,NA,-1,-1,1,NA,NA,NA,40393858,40393859,chr15,+
2556,2556,NA,-1,-1,1,NA,NA,NA,158014,158015,chr16_KI270855v1_alt,+
2557,2557,NA,-1,-1,1,NA,NA,NA,42797938,42797939,chr17,-
2558,2558,NA,-1,-1,1,NA,NA,NA,23558264,23558265,chr1,-
2559,2559,NA,-1,-1,1,NA,NA,NA,128865581,128865582,chr7,+
2560,2560,NA,-1,-1,1,NA,NA,NA,42519765,42519766,chr10,-
2561,2561,NA,-1,-1,1,NA,NA,NA,139626879,139626880,chr5,+
2562,2562,NA,-1,-1,1,NA,NA,NA,377197,377198,chr11,+
2563,2563,NA,-1,-1,1,NA,NA,NA,38710892,38710893,chr1,+
2564,2564,NA,-1,-1,1,NA,NA,NA,153947908,153947909,chr1,-
2565,2565,NA,-1,-1,1,NA,NA,NA,161160955,161160956,chr1,+
2566,2566,NA,-1,-1,1,NA,NA,NA,29193481,29193482,chr1,-
2567,2567,NA,-1,-1,1,NA,NA,NA,52257257,52257258,chr3,-
2568,2568,NA,-1,-1,1,NA,NA,NA,28924187,28924188,chr17,-
2569,2569,NA,-1,-1,1,NA,NA,NA,628043,628044,chr16,+
2570,2570,NA,-1,-1,1,NA,NA,NA,2874204,2874205,chr12,-
2571,2571,NA,-1,-1,1,NA,NA,NA,50760065,50760066,chr14,-
2572,2572,NA,-1,-1,1,NA,NA,NA,58003905,58003906,chr17,-
2573,2573,NA,-1,-1,1,NA,NA,NA,109755658,109755659,chr13,-
2574,2574,NA,-1,-1,1,NA,NA,NA,62612873,62612874,chr17,+
2575,2575,NA,-1,-1,1,NA,NA,NA,127672515,127672516,chr3,+
2576,2576,NA,-1,-1,1,NA,NA,NA,63955092,63955093,chr11,+
2577,2577,NA,-1,-1,1,NA,NA,NA,144520503,144520504,chr8,+
2578,2578,NA,-1,-1,1,NA,NA,NA,130233318,130233319,chr9,+
2579,2579,NA,-1,-1,1,NA,NA,NA,11575506,11575507,chr6,+
2580,2580,NA,-1,-1,1,NA,NA,NA,18196579,18196580,chr19,+
2581,2581,NA,-1,-1,1,NA,NA,NA,145912424,145912425,chr1,-
2582,2582,NA,-1,-1,1,NA,NA,NA,34750419,34750420,chr20,-
2583,2583,NA,-1,-1,1,NA,NA,NA,173232647,173232648,chr5,-
2584,2584,NA,-1,-1,1,NA,NA,NA,74906619,74906620,chr14,-
2585,2585,NA,-1,-1,1,NA,NA,NA,28786133,28786134,chr22,+
2586,2586,NA,-1,-1,1,NA,NA,NA,48613419,48613420,chr17,-
2587,2587,NA,-1,-1,1,NA,NA,NA,37566448,37566449,chr22,+
2588,2588,NA,-1,-1,1,NA,NA,NA,150159542,150159543,chr1,+
2589,2589,NA,-1,-1,1,NA,NA,NA,18278174,18278175,chr17,-
2590,2590,NA,-1,-1,1,NA,NA,NA,23469982,23469983,chr7,-
2591,2591,NA,-1,-1,1,NA,NA,NA,98022298,98022299,chr13,+
2592,2592,NA,-1,-1,1,NA,NA,NA,45145566,45145567,chr19,+
2593,2593,NA,-1,-1,1,NA,NA,NA,30206388,30206389,chr17,+
2594,2594,NA,-1,-1,1,NA,NA,NA,2708442,2708443,chr16,+
2595,2595,NA,-1,-1,1,NA,NA,NA,151213980,151213981,chr7,-
2596,2596,NA,-1,-1,1,NA,NA,NA,1389503,1389504,chrX,-
2597,2597,NA,-1,-1,1,NA,NA,NA,25038954,25038955,chr22,+
2598,2598,NA,-1,-1,1,NA,NA,NA,100988992,100988993,chr10,+
2599,2599,NA,-1,-1,1,NA,NA,NA,23260600,23260601,chr8,+
2600,2600,NA,-1,-1,1,NA,NA,NA,2432802,2432803,chr7,+
2601,2601,NA,-1,-1,1,NA,NA,NA,77025980,77025981,chr14,-
2602,2602,NA,-1,-1,1,NA,NA,NA,128872226,128872227,chr4,+
2603,2603,NA,-1,-1,1,NA,NA,NA,32869545,32869546,chr7,-
2604,2604,NA,-1,-1,1,NA,NA,NA,27526259,27526260,chr7,-
2605,2605,NA,-1,-1,1,NA,NA,NA,14508505,14508506,chr5,+
2606,2606,NA,-1,-1,1,NA,NA,NA,45112335,45112336,chr17,-
2607,2607,NA,-1,-1,1,NA,NA,NA,99939349,99939350,chrX,-
2608,2608,NA,-1,-1,1,NA,NA,NA,37634094,37634095,chr19,-
2609,2609,NA,-1,-1,1,NA,NA,NA,29148409,29148410,chr1,-
2610,2610,NA,-1,-1,1,NA,NA,NA,36875861,36875862,chr5,-
2611,2611,NA,-1,-1,1,NA,NA,NA,56206597,56206598,chr12,-
2612,2612,NA,-1,-1,1,NA,NA,NA,153346978,153346979,chrX,+
2613,2613,NA,-1,-1,1,NA,NA,NA,107329568,107329569,chr9,+
2614,2614,NA,-1,-1,1,NA,NA,NA,74802548,74802549,chr15,+
2615,2615,NA,-1,-1,1,NA,NA,NA,10553960,10553961,chr19,-
2616,2616,NA,-1,-1,1,NA,NA,NA,19381976,19381977,chr17,+
2617,2617,NA,-1,-1,1,NA,NA,NA,96809626,96809627,chr2,+
2618,2618,NA,-1,-1,1,NA,NA,NA,20064606,20064607,chr22,+
2619,2619,NA,-1,-1,1,NA,NA,NA,62649734,62649735,chr11,-
2620,2620,NA,-1,-1,1,NA,NA,NA,69366920,69366921,chr16,-
2621,2621,NA,-1,-1,1,NA,NA,NA,202206931,202206932,chr2,-
2622,2622,NA,-1,-1,1,NA,NA,NA,17804379,17804380,chr4,-
2623,2623,NA,-1,-1,1,NA,NA,NA,107657963,107657964,chr12,+
2624,2624,NA,-1,-1,1,NA,NA,NA,34878454,34878455,chr6,-
2625,2625,NA,-1,-1,1,NA,NA,NA,66362726,66362727,chr11,-
2626,2626,NA,-1,-1,1,NA,NA,NA,144496633,144496634,chr8,+
2627,2627,NA,-1,-1,1,NA,NA,NA,6121460,6121461,chr21,+
2628,2628,NA,-1,-1,1,NA,NA,NA,134246166,134246167,chr11,+
2629,2629,NA,-1,-1,1,NA,NA,NA,56892207,56892208,chr17,-
2630,2630,NA,-1,-1,1,NA,NA,NA,12813545,12813546,chr19,+
2631,2631,NA,-1,-1,1,NA,NA,NA,105529120,105529121,chr14,+
2632,2632,NA,-1,-1,1,NA,NA,NA,74306377,74306378,chr16,-
2633,2633,NA,-1,-1,1,NA,NA,NA,27622950,27622951,chr13,+
2634,2634,NA,-1,-1,1,NA,NA,NA,10279739,10279740,chr3,+
2635,2635,NA,-1,-1,1,NA,NA,NA,48713244,48713245,chr19,-
2636,2636,NA,-1,-1,1,NA,NA,NA,65424415,65424416,chr11,+
2637,2637,NA,-1,-1,1,NA,NA,NA,150528146,150528147,chr5,+
2638,2638,NA,-1,-1,1,NA,NA,NA,11345709,11345710,chr16,+
2639,2639,NA,-1,-1,1,NA,NA,NA,109592490,109592491,chr1,+
2640,2640,NA,-1,-1,1,NA,NA,NA,19381963,19381964,chr17,+
2641,2641,NA,-1,-1,1,NA,NA,NA,10434121,10434122,chr5,+
2642,2642,NA,-1,-1,1,NA,NA,NA,1841643,1841644,chr4,-
2643,2643,NA,-1,-1,1,NA,NA,NA,43577076,43577077,chr3,-
2644,2644,NA,-1,-1,1,NA,NA,NA,3022878,3022879,chr16,-
2645,2645,NA,-1,-1,1,NA,NA,NA,41932510,41932511,chr6,+
2646,2646,NA,-1,-1,1,NA,NA,NA,100629866,100629867,chr15,+
2647,2647,NA,-1,-1,1,NA,NA,NA,18669006,18669007,chr19,+
2648,2648,NA,-1,-1,1,NA,NA,NA,124943224,124943225,chr10,+
2649,2649,NA,-1,-1,1,NA,NA,NA,41674091,41674092,chr22,-
2650,2650,NA,-1,-1,1,NA,NA,NA,8855181,8855182,chr16,-
2651,2651,NA,-1,-1,1,NA,NA,NA,113005762,113005763,chr3,-
2652,2652,NA,-1,-1,1,NA,NA,NA,43990410,43990411,chr1,+
2653,2653,NA,-1,-1,1,NA,NA,NA,120630376,120630377,chr12,-
2654,2654,NA,-1,-1,1,NA,NA,NA,55068942,55068943,chr1,-
2655,2655,NA,-1,-1,1,NA,NA,NA,149182186,149182187,chr7,+
2656,2656,NA,-1,-1,1,NA,NA,NA,95586708,95586709,chr6,+
2657,2657,NA,-1,-1,1,NA,NA,NA,33550560,33550561,chr21,+
2658,2658,NA,-1,-1,1,NA,NA,NA,112779535,112779536,chrX,-
2659,2659,NA,-1,-1,1,NA,NA,NA,1567663,1567664,chr7,-
2660,2660,NA,-1,-1,1,NA,NA,NA,159748297,159748298,chr6,+
2661,2661,NA,-1,-1,1,NA,NA,NA,89630497,89630498,chr15,+
2662,2662,NA,-1,-1,1,NA,NA,NA,126461422,126461423,chr3,-
2663,2663,NA,-1,-1,1,NA,NA,NA,43399820,43399821,chr17,+
2664,2664,NA,-1,-1,1,NA,NA,NA,128265680,128265681,chr2,-
2665,2665,NA,-1,-1,1,NA,NA,NA,27800529,27800530,chr22,-
2666,2666,NA,-1,-1,1,NA,NA,NA,67562670,67562671,chr14,+
2667,2667,NA,-1,-1,1,NA,NA,NA,66685815,66685816,chr11,-
2668,2668,NA,-1,-1,1,NA,NA,NA,42849367,42849368,chr21,-
2669,2669,NA,-1,-1,1,NA,NA,NA,65411743,65411744,chr11,+
2670,2670,NA,-1,-1,1,NA,NA,NA,43769210,43769211,chr17,-
2671,2671,NA,-1,-1,1,NA,NA,NA,28385,28386,chr7_GL383534v2_alt,-
2672,2672,NA,-1,-1,1,NA,NA,NA,52152318,52152319,chr20,-
2673,2673,NA,-1,-1,1,NA,NA,NA,76270491,76270492,chr17,+
2674,2674,NA,-1,-1,1,NA,NA,NA,169749428,169749429,chr2,+
2675,2675,NA,-1,-1,1,NA,NA,NA,34855783,34855784,chr1,-
2676,2676,NA,-1,-1,1,NA,NA,NA,7963582,7963583,chr19,-
2677,2677,NA,-1,-1,1,NA,NA,NA,34518082,34518083,chr21,-
2678,2678,NA,-1,-1,1,NA,NA,NA,17232312,17232313,chr19,-
2679,2679,NA,-1,-1,1,NA,NA,NA,44584130,44584131,chr15,-
2680,2680,NA,-1,-1,1,NA,NA,NA,57443668,57443669,chr19,+
2681,2681,NA,-1,-1,1,NA,NA,NA,453462,453463,chr5,+
2682,2682,NA,-1,-1,1,NA,NA,NA,157201023,157201024,chr6,+
2683,2683,NA,-1,-1,1,NA,NA,NA,50524058,50524059,chr22,-
2684,2684,NA,-1,-1,1,NA,NA,NA,45809317,45809318,chr7,+
2685,2685,NA,-1,-1,1,NA,NA,NA,136724854,136724855,chr9,-
2686,2686,NA,-1,-1,1,NA,NA,NA,5622935,5622936,chr7,-
2687,2687,NA,-1,-1,1,NA,NA,NA,1826995,1826996,chr19,-
2688,2688,NA,-1,-1,1,NA,NA,NA,70502615,70502616,chrX,+
2689,2689,NA,-1,-1,1,NA,NA,NA,153662358,153662359,chr1,-
2690,2690,NA,-1,-1,1,NA,NA,NA,20704676,20704677,chr1,-
2691,2691,NA,-1,-1,1,NA,NA,NA,173825164,173825165,chr1,+
2692,2692,NA,-1,-1,1,NA,NA,NA,4444965,4444966,chr6_GL000252v2_alt,+
2693,2693,NA,-1,-1,1,NA,NA,NA,148149674,148149675,chr1,+
2694,2694,NA,-1,-1,1,NA,NA,NA,184258534,184258535,chr3,+
2695,2695,NA,-1,-1,1,NA,NA,NA,169992689,169992690,chr3,+
2696,2696,NA,-1,-1,1,NA,NA,NA,227748049,227748050,chr1,+
2697,2697,NA,-1,-1,1,NA,NA,NA,35017896,35017897,chr6,+
2698,2698,NA,-1,-1,1,NA,NA,NA,2964994,2964995,chr20,+
2699,2699,NA,-1,-1,1,NA,NA,NA,153804499,153804500,chrX,-
2700,2700,NA,-1,-1,1,NA,NA,NA,6642234,6642235,chr4,+
2701,2701,NA,-1,-1,1,NA,NA,NA,18809221,18809222,chr16,-
2702,2702,NA,-1,-1,1,NA,NA,NA,120117693,120117694,chr12,+
2703,2703,NA,-1,-1,1,NA,NA,NA,183552126,183552127,chr1,+
2704,2704,NA,-1,-1,1,NA,NA,NA,75891075,75891076,chr17,-
2705,2705,NA,-1,-1,1,NA,NA,NA,48997552,48997553,chr17,+
2706,2706,NA,-1,-1,1,NA,NA,NA,49967664,49967665,chr3,+
2707,2707,NA,-1,-1,1,NA,NA,NA,30605308,30605309,chr16,-
2708,2708,NA,-1,-1,1,NA,NA,NA,47067711,47067712,chr19,-
2709,2709,NA,-1,-1,1,NA,NA,NA,112575686,112575687,chr2,+
2710,2710,NA,-1,-1,1,NA,NA,NA,63962242,63962243,chr2,-
2711,2711,NA,-1,-1,1,NA,NA,NA,218594361,218594362,chr2,+
2712,2712,NA,-1,-1,1,NA,NA,NA,82366198,82366199,chr6,+
2713,2713,NA,-1,-1,1,NA,NA,NA,49424591,49424592,chr3,-
2714,2714,NA,-1,-1,1,NA,NA,NA,228406592,228406593,chr1,-
2715,2715,NA,-1,-1,1,NA,NA,NA,6302723,6302724,chr4,+
2716,2716,NA,-1,-1,1,NA,NA,NA,144496630,144496631,chr8,+
2717,2717,NA,-1,-1,1,NA,NA,NA,12706496,12706497,chr19,-
2718,2718,NA,-1,-1,1,NA,NA,NA,36591720,36591721,chr20,+
2719,2719,NA,-1,-1,1,NA,NA,NA,6212153,6212154,chr19,-
2720,2720,NA,-1,-1,1,NA,NA,NA,110347340,110347341,chr1,+
2721,2721,NA,-1,-1,1,NA,NA,NA,176289770,176289771,chr5,+
2722,2722,NA,-1,-1,1,NA,NA,NA,124452059,124452060,chr8,+
2723,2723,NA,-1,-1,1,NA,NA,NA,2222389,2222390,chr19,+
2724,2724,NA,-1,-1,1,NA,NA,NA,128323211,128323212,chr9,+
2725,2725,NA,-1,-1,1,NA,NA,NA,20441850,20441851,chr22,-
2726,2726,NA,-1,-1,1,NA,NA,NA,110815186,110815187,chr6,-
2727,2727,NA,-1,-1,1,NA,NA,NA,45547993,45547994,chr3,+
2728,2728,NA,-1,-1,1,NA,NA,NA,143061411,143061412,chr6,+
2729,2729,NA,-1,-1,1,NA,NA,NA,17968145,17968146,chr20,-
2730,2730,NA,-1,-1,1,NA,NA,NA,32711891,32711892,chr19,+
2731,2731,NA,-1,-1,1,NA,NA,NA,69055416,69055417,chr14,-
2732,2732,NA,-1,-1,1,NA,NA,NA,541595,541596,chr19,+
2733,2733,NA,-1,-1,1,NA,NA,NA,71859849,71859850,chr16,-
2734,2734,NA,-1,-1,1,NA,NA,NA,95244482,95244483,chr1,+
2735,2735,NA,-1,-1,1,NA,NA,NA,150159434,150159435,chr1,+
2736,2736,NA,-1,-1,1,NA,NA,NA,79018634,79018635,chr3,-
2737,2737,NA,-1,-1,1,NA,NA,NA,1328260,1328261,chr1,+
2738,2738,NA,-1,-1,1,NA,NA,NA,27622958,27622959,chr13,+
2739,2739,NA,-1,-1,1,NA,NA,NA,50188292,50188293,chr3,+
2740,2740,NA,-1,-1,1,NA,NA,NA,1010764,1010765,chr19,-
2741,2741,NA,-1,-1,1,NA,NA,NA,154031360,154031361,chrX,-
2742,2742,NA,-1,-1,1,NA,NA,NA,100035114,100035115,chr7,+
2743,2743,NA,-1,-1,1,NA,NA,NA,17306482,17306483,chr19,+
2744,2744,NA,-1,-1,1,NA,NA,NA,4361599,4361600,chr19,-
2745,2745,NA,-1,-1,1,NA,NA,NA,27343493,27343494,chr2,-
2746,2746,NA,-1,-1,1,NA,NA,NA,1833567,1833568,chr6_GL000254v2_alt,+
2747,2747,NA,-1,-1,1,NA,NA,NA,14843710,14843711,chr10,+
2748,2748,NA,-1,-1,1,NA,NA,NA,539353,539354,chr4,+
2749,2749,NA,-1,-1,1,NA,NA,NA,147634322,147634323,chr4,+
2750,2750,NA,-1,-1,1,NA,NA,NA,38867082,38867083,chr22,-
2751,2751,NA,-1,-1,1,NA,NA,NA,11325196,11325197,chr19,-
2752,2752,NA,-1,-1,1,NA,NA,NA,51245782,51245783,chr12,-
2753,2753,NA,-1,-1,1,NA,NA,NA,227748056,227748057,chr1,+
2754,2754,NA,-1,-1,1,NA,NA,NA,1718263,1718264,chr4,-
2755,2755,NA,-1,-1,1,NA,NA,NA,102108201,102108202,chr10,-
2756,2756,NA,-1,-1,1,NA,NA,NA,30980071,30980072,chr16,+
2757,2757,NA,-1,-1,1,NA,NA,NA,55955153,55955154,chr7,+
2758,2758,NA,-1,-1,1,NA,NA,NA,87677972,87677973,chr13,+
2759,2759,NA,-1,-1,1,NA,NA,NA,32879830,32879831,chr7,-
2760,2760,NA,-1,-1,1,NA,NA,NA,44445832,44445833,chr3,-
2761,2761,NA,-1,-1,1,NA,NA,NA,150553356,150553357,chr5,+
2762,2762,NA,-1,-1,1,NA,NA,NA,136407262,136407263,chr9,-
2763,2763,NA,-1,-1,1,NA,NA,NA,26491989,26491990,chr22,+
2764,2764,NA,-1,-1,1,NA,NA,NA,113640699,113640700,chr13,+
2765,2765,NA,-1,-1,1,NA,NA,NA,2858857,2858858,chr12,-
2766,2766,NA,-1,-1,1,NA,NA,NA,17968110,17968111,chr20,-
2767,2767,NA,-1,-1,1,NA,NA,NA,43599091,43599092,chr19,+
2768,2768,NA,-1,-1,1,NA,NA,NA,61840393,61840394,chr2,-
2769,2769,NA,-1,-1,1,NA,NA,NA,49633574,49633575,chr14,-
2770,2770,NA,-1,-1,1,NA,NA,NA,59789078,59789079,chr10,-
2771,2771,NA,-1,-1,1,NA,NA,NA,14373994,14373995,chr21,-
2772,2772,NA,-1,-1,1,NA,NA,NA,45337309,45337310,chr13,-
2773,2773,NA,-1,-1,1,NA,NA,NA,96186743,96186744,chr2,-
2774,2774,NA,-1,-1,1,NA,NA,NA,69245903,69245904,chr2,+
2775,2775,NA,-1,-1,1,NA,NA,NA,75211926,75211927,chr15,+
2776,2776,NA,-1,-1,1,NA,NA,NA,2610148,2610149,chr7,+
2777,2777,NA,-1,-1,1,NA,NA,NA,42775381,42775382,chr1,+
2778,2778,NA,-1,-1,1,NA,NA,NA,28724491,28724492,chr17,-
2779,2779,NA,-1,-1,1,NA,NA,NA,136496995,136496996,chr9,-
2780,2780,NA,-1,-1,1,NA,NA,NA,121641587,121641588,chr12,+
2781,2781,NA,-1,-1,1,NA,NA,NA,38932813,38932814,chr19,+
2782,2782,NA,-1,-1,1,NA,NA,NA,58562059,58562060,chr19,-
2783,2783,NA,-1,-1,1,NA,NA,NA,72160424,72160425,chrX,+
2784,2784,NA,-1,-1,1,NA,NA,NA,1986337,1986338,chr19,-
2785,2785,NA,-1,-1,1,NA,NA,NA,28366035,28366036,chr6,+
2786,2786,NA,-1,-1,1,NA,NA,NA,86945994,86945995,chr9,-
2787,2787,NA,-1,-1,1,NA,NA,NA,32387982,32387983,chr22,-
2788,2788,NA,-1,-1,1,NA,NA,NA,51994148,51994149,chr12,+
2789,2789,NA,-1,-1,1,NA,NA,NA,53254317,53254318,chr12,+
2790,2790,NA,-1,-1,1,NA,NA,NA,40770636,40770637,chr22,-
2791,2791,NA,-1,-1,1,NA,NA,NA,74591673,74591674,chrX,-
2792,2792,NA,-1,-1,1,NA,NA,NA,64804322,64804323,chr11,-
2793,2793,NA,-1,-1,1,NA,NA,NA,144456631,144456632,chr1,-
2794,2794,NA,-1,-1,1,NA,NA,NA,12628842,12628843,chr19,+
2795,2795,NA,-1,-1,1,NA,NA,NA,18832258,18832259,chr19,+
2796,2796,NA,-1,-1,1,NA,NA,NA,141925764,141925765,chr3,+
2797,2797,NA,-1,-1,1,NA,NA,NA,15734276,15734277,chr1,+
2798,2798,NA,-1,-1,1,NA,NA,NA,55062754,55062755,chr14,+
2799,2799,NA,-1,-1,1,NA,NA,NA,202206882,202206883,chr2,-
2800,2800,NA,-1,-1,1,NA,NA,NA,65917979,65917980,chr11,-
2801,2801,NA,-1,-1,1,NA,NA,NA,129828357,129828358,chr3,-
