chr	start	end	strand	label	Gene ID	Gene Symbol	Gene Type	m5C	C	m5C Level	m5C.1	C.1	m5C Level.1	Status_rep1	Status_rep2	Final Level	m5C.2	C.2	m5C Level.2	m5C.3	C.3	m5C Level.3	Status_rep1.1	Status_rep2.1	Final Level.1
1	228494417	228494418	+	1	ENSG00000168159	RNF187	mRNA	5	37	0.119048	0	30	0.0	1	/	/	6	27	0.181818	9	24	0.272727	1	1	0.227273
1	230178301	230178302	+	0	ENSG00000143641	GALNT2	mRNA	3	15	0.166667	4	17	0.190476	/	/	/	1	41	0.0238095	6	31	0.162162	/	1	/
1	230178303	230178304	+	0	ENSG00000143641	GALNT2	mRNA	0	17	0.0	0	21	0.0	/	/	/	7	44	0.137255	1	41	0.0238095	1	/	/
1	230178304	230178305	+	0	ENSG00000143641	GALNT2	mRNA	1	30	0.0322581	3	25	0.107143	/	/	/	3	52	0.0545455	8	42	0.16	/	1	/
1	230178305	230178306	+	1	ENSG00000143641	GALNT2	mRNA	5	34	0.128205	3	29	0.09375	1	/	/	20	36	0.357143	12	42	0.222222	1	1	0.290909
1	230265237	230265238	+	0	ENSG00000143641	GALNT2	mRNA	2	20	0.0909091	8	12	0.4	/	/	/	11	21	0.34375	15	22	0.405405	1	1	0.376812
1	230274440	230274441	+	0	ENSG00000143641	GALNT2	mRNA	3	58	0.0491803	6	36	0.142857	/	1	/	5	83	0.0568182	4	118	0.0327869	/	/	/
1	230280273	230280274	+	1			intergenic	20	51	0.28169	20	43	0.31746	1	1	0.298507	31	86	0.264957	35	73	0.324074	1	1	0.293333
1	230280951	230280952	+	0			intergenic	14	157	0.0818713	9	135	0.0625	/	/	/	20	235	0.0784314	34	234	0.126866	/	1	/
1	230642516	230642517	+	0	ENSG00000135775	COG2	mRNA	7	103	0.0636364	12	95	0.11215	/	1	/	6	109	0.0521739	12	117	0.0930233	/	/	/
1	230978692	230978693	-	1	ENSG00000143643	TTC13	mRNA	6	49	0.109091	2	57	0.0338983	1	/	/	0	42	0.0	2	58	0.0333333	/	/	/
1	231241232	231241233	+	0	ENSG00000116906	GNPAT	mRNA	7	79	0.0813953	8	84	0.0869565	/	/	/	6	81	0.0689655	15	112	0.11811	/	1	/
1	231241234	231241235	+	0	ENSG00000116906	GNPAT	mRNA	6	98	0.0576923	12	105	0.102564	/	1	/	4	103	0.0373832	15	136	0.0993377	/	/	/
1	231241235	231241236	+	0	ENSG00000116906	GNPAT	mRNA	6	99	0.0571429	10	110	0.0833333	/	/	/	7	106	0.0619469	17	135	0.111842	/	1	/
1	231241236	231241237	+	0	ENSG00000116906	GNPAT	mRNA	13	123	0.0955882	19	127	0.130137	/	1	/	15	132	0.102041	22	155	0.124294	1	1	0.114198
1	231241266	231241267	+	1	ENSG00000116906	GNPAT	mRNA	70	339	0.171149	43	294	0.127596	1	1	0.151475	50	323	0.134048	70	383	0.154525	1	1	0.145278
1	231241267	231241268	+	1	ENSG00000116906	GNPAT	mRNA	67	342	0.163814	46	291	0.136499	1	1	0.151475	52	321	0.13941	70	386	0.153509	1	1	0.147165
1	231241269	231241270	+	1	ENSG00000116906	GNPAT	mRNA	66	365	0.153132	44	314	0.122905	1	1	0.139417	51	346	0.128463	75	408	0.15528	1	1	0.143182
1	231241270	231241271	+	1	ENSG00000116906	GNPAT	mRNA	66	367	0.152425	44	317	0.121884	1	1	0.138539	49	349	0.123116	71	413	0.146694	1	1	0.136054
1	231262770	231262771	+	1	ENSG00000116906	GNPAT	mRNA	8	33	0.195122	4	27	0.129032	1	/	/	2	31	0.0606061	0	36	0.0	/	/	/
1	231364976	231364977	-	0	ENSG00000135766	EGLN1	mRNA	4	31	0.114286	6	34	0.15	/	1	/	1	30	0.0322581	1	18	0.0526316	/	/	/
1	231421456	231421457	-	1	ENSG00000135766	EGLN1	mRNA	389	1084	0.264087	293	864	0.253241	1	1	0.259316	264	992	0.210191	324	1152	0.219512	1	1	0.215227
1	231421457	231421458	-	1	ENSG00000135766	EGLN1	mRNA	423	1121	0.273964	311	911	0.254501	1	1	0.265365	280	1033	0.213252	345	1187	0.225196	1	1	0.219684
1	231421458	231421459	-	1	ENSG00000135766	EGLN1	mRNA	426	1124	0.274839	312	916	0.254072	1	1	0.265659	289	1028	0.219438	352	1186	0.228869	1	1	0.224518
1	231421462	231421463	-	1	ENSG00000135766	EGLN1	mRNA	429	1129	0.275353	322	915	0.260307	1	1	0.268694	293	1017	0.223664	346	1175	0.227482	1	1	0.225715
1	231421463	231421464	-	1	ENSG00000135766	EGLN1	mRNA	429	1123	0.276418	322	913	0.260729	1	1	0.269465	283	1026	0.216196	348	1171	0.229098	1	1	0.223126
1	231421478	231421479	-	1	ENSG00000135766	EGLN1	mRNA	377	1027	0.268519	280	829	0.25248	1	1	0.261441	252	894	0.219895	308	1035	0.229337	1	1	0.22499
1	231421481	231421482	-	1	ENSG00000135766	EGLN1	mRNA	395	977	0.287901	288	802	0.26422	1	1	0.277417	248	871	0.221626	309	1000	0.236058	1	1	0.229407
1	231421483	231421484	-	1	ENSG00000135766	EGLN1	mRNA	366	976	0.272727	274	803	0.25441	1	1	0.264572	242	859	0.2198	304	1000	0.233129	1	1	0.227027
1	233382538	233382539	+	0	ENSG00000143674	MLK4	mRNA	2	54	0.0357143	1	38	0.025641	/	/	/	3	48	0.0588235	5	45	0.1	/	1	/
1	234430276	234430277	-	1	ENSG00000059588	TARBP1	mRNA	6	46	0.115385	3	54	0.0526316	1	/	/	4	34	0.105263	1	50	0.0196078	/	/	/
1	234605988	234605989	-	0	ENSG00000168264	IRF2BP2	mRNA	7	89	0.0729167	8	68	0.105263	/	1	/	3	35	0.0789474	5	36	0.121951	/	1	/
1	234607818	234607819	-	1	ENSG00000168264	IRF2BP2	mRNA	6	46	0.115385	6	36	0.142857	1	1	0.12766	6	38	0.136364	6	31	0.162162	1	1	0.148148
1	234610165	234610166	-	1			intergenic	19	104	0.154472	10	84	0.106383	1	1	0.133641	9	93	0.0882353	13	92	0.12381	/	1	/
1	235110549	235110550	-	1	ENSG00000173726	TOMM20	mRNA	7	30	0.189189	3	23	0.115385	1	/	/	1	26	0.037037	0	23	0.0	/	/	/
1	235128669	235128670	-	1	ENSG00000173726	TOMM20	mRNA	23	104	0.181102	20	76	0.208333	1	1	0.192825	23	81	0.221154	39	102	0.276596	1	1	0.253061
1	235328159	235328160	-	0			intergenic	1	39	0.025	5	46	0.0980392	/	/	/	5	39	0.113636	5	49	0.0925926	1	/	/
1	235330371	235330372	+	1	ENSG00000152904	GGPS1	mRNA	5	41	0.108696	0	50	0.0	1	/	/	0	57	0.0	1	83	0.0119048	/	/	/
1	235330374	235330375	+	1	ENSG00000152904	GGPS1	mRNA	5	41	0.108696	0	47	0.0	1	/	/	0	57	0.0	2	79	0.0246914	/	/	/
1	235330376	235330377	+	1	ENSG00000152904	GGPS1	mRNA	5	43	0.104167	0	47	0.0	1	/	/	0	57	0.0	1	81	0.0121951	/	/	/
1	235330383	235330384	+	1	ENSG00000152904	GGPS1	mRNA	5	39	0.113636	0	40	0.0	1	/	/	3	50	0.0566038	1	80	0.0123457	/	/	/
1	235330389	235330390	+	1	ENSG00000152904	GGPS1	mRNA	5	39	0.113636	0	42	0.0	1	/	/	3	51	0.0555556	0	84	0.0	/	/	/
1	235504213	235504214	-	1	ENSG00000162885	B3GALNT2	mRNA	63	369	0.145833	60	359	0.143198	1	1	0.144536	32	451	0.0662526	31	540	0.0542907	/	/	/
1	236819868	236819869	+	1	ENSG00000116984	MTR	mRNA	13	31	0.295455	12	20	0.375	1	1	0.328947	28	31	0.474576	17	23	0.425	1	1	0.454545
1	236889322	236889323	+	1	ENSG00000116984	MTR	mRNA	5	45	0.1	0	36	0.0	1	/	/	0	39	0.0	0	32	0.0	/	/	/
1	237623788	237623789	-	1			intergenic	7	50	0.122807	2	45	0.0425532	1	/	/	2	39	0.0487805	0	30	0.0	/	/	/
1	240144202	240144203	-	1	ENSG00000228818	RP11-567G24.1	pseudogene	25	62	0.287356	19	59	0.24359	1	1	0.266667	4	47	0.0784314	5	57	0.0806452	/	/	/
1	241519715	241519716	-	1	ENSG00000091483	FH	mRNA	5	36	0.121951	0	31	0.0	1	/	/	4	22	0.153846	1	42	0.0232558	/	/	/
1	241832106	241832107	+	0	ENSG00000229022	RP11-553N16.1	pseudogene	21	193	0.0981308	15	160	0.0857143	/	/	/	17	152	0.100592	19	167	0.102151	1	1	0.101408
1	241832107	241832108	+	1	ENSG00000229022	RP11-553N16.1	pseudogene	33	196	0.144105	30	160	0.157895	1	1	0.150358	24	149	0.138728	30	171	0.149254	1	1	0.144385
1	241848299	241848300	+	1	ENSG00000174371	EXO1	mRNA	51	130	0.281768	38	102	0.271429	1	1	0.277259	50	171	0.226244	64	203	0.2397	1	1	0.233607
1	242975049	242975050	+	1	ENSG00000230199	RP11-331N16.1	pseudogene	11	40	0.215686	7	39	0.152174	1	1	0.185567	7	35	0.166667	12	53	0.184615	1	1	0.17757
1	243054903	243054904	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	10	36	0.217391	3	20	0.130435	1	/	/	1	39	0.025	3	8	0.272727	/	/	/
1	243054904	243054905	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	11	35	0.23913	8	15	0.347826	1	/	/	10	30	0.25	3	8	0.272727	1	/	/
1	243054910	243054911	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	21	25	0.456522	15	8	0.652174	1	/	/	18	22	0.45	6	5	0.545455	1	/	/
1	243054915	243054916	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	20	10	0.666667	15	3	0.833333	1	/	/	21	9	0.7	6	2	0.75	1	/	/
1	243054916	243054917	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	20	11	0.645161	12	6	0.666667	1	/	/	17	13	0.566667	6	2	0.75	1	/	/
1	243054918	243054919	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	14	17	0.451613	7	11	0.388889	1	/	/	12	18	0.4	4	4	0.5	1	/	/
1	243054919	243054920	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	14	17	0.451613	8	10	0.444444	1	/	/	12	18	0.4	4	4	0.5	1	/	/
1	243054924	243054925	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	5	43	0.104167	1	22	0.0434783	1	/	/	2	36	0.0526316	2	10	0.166667	/	/	/
1	243054925	243054926	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	8	40	0.166667	1	22	0.0434783	1	/	/	2	36	0.0526316	2	10	0.166667	/	/	/
1	243054926	243054927	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	5	43	0.104167	1	21	0.0454545	1	/	/	2	36	0.0526316	2	10	0.166667	/	/	/
1	243054929	243054930	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	8	44	0.153846	0	26	0.0	1	/	/	5	33	0.131579	2	10	0.166667	1	/	/
1	243054933	243054934	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	6	46	0.115385	0	25	0.0	1	/	/	4	37	0.097561	2	11	0.153846	/	/	/
1	243054935	243054936	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	24	27	0.470588	6	19	0.24	1	/	/	19	22	0.463415	5	8	0.384615	1	/	/
1	243054936	243054937	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	23	28	0.45098	8	17	0.32	1	/	/	21	21	0.5	6	8	0.428571	1	/	/
1	243054937	243054938	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	21	31	0.403846	7	18	0.28	1	/	/	21	22	0.488372	4	11	0.266667	1	/	/
1	243054940	243054941	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	26	26	0.5	9	15	0.375	1	/	/	22	20	0.52381	4	11	0.266667	1	/	/
1	243054943	243054944	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	28	22	0.56	10	14	0.416667	1	/	/	21	21	0.5	8	7	0.533333	1	/	/
1	243054944	243054945	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	27	24	0.529412	10	14	0.416667	1	/	/	20	22	0.47619	8	7	0.533333	1	/	/
1	243054945	243054946	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	24	27	0.470588	10	14	0.416667	1	/	/	19	23	0.452381	8	7	0.533333	1	/	/
1	243054947	243054948	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	19	31	0.38	11	13	0.458333	1	/	/	17	24	0.414634	6	9	0.4	1	/	/
1	243054948	243054949	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	20	31	0.392157	11	13	0.458333	1	/	/	16	25	0.390244	6	9	0.4	1	/	/
1	243054951	243054952	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	12	37	0.244898	7	17	0.291667	1	/	/	13	28	0.317073	6	9	0.4	1	/	/
1	243054952	243054953	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	12	37	0.244898	7	17	0.291667	1	/	/	12	28	0.3	6	9	0.4	1	/	/
1	243054955	243054956	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	6	43	0.122449	6	18	0.25	1	/	/	6	34	0.15	3	12	0.2	1	/	/
1	243054956	243054957	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	7	41	0.145833	5	18	0.217391	1	/	/	8	32	0.2	5	10	0.333333	1	/	/
1	243054957	243054958	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	9	39	0.1875	4	18	0.181818	1	/	/	7	31	0.184211	1	12	0.0769231	1	/	/
1	243054962	243054963	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	12	32	0.272727	2	16	0.111111	1	/	/	4	25	0.137931	1	9	0.1	/	/	/
1	243054963	243054964	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	11	33	0.25	2	16	0.111111	1	/	/	4	26	0.133333	1	9	0.1	/	/	/
1	243054969	243054970	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	17	31	0.354167	4	30	0.117647	1	/	/	16	17	0.484848	2	15	0.117647	1	/	/
1	243054970	243054971	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	16	31	0.340426	4	30	0.117647	1	/	/	15	16	0.483871	3	14	0.176471	1	/	/
1	243054972	243054973	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	15	29	0.340909	4	30	0.117647	1	/	/	15	16	0.483871	2	15	0.117647	1	/	/
1	243054973	243054974	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	17	27	0.386364	4	30	0.117647	1	/	/	15	16	0.483871	3	14	0.176471	1	/	/
1	243054976	243054977	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	12	33	0.266667	3	29	0.09375	1	/	/	13	17	0.433333	1	19	0.05	1	/	/
1	243054979	243054980	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	6	40	0.130435	2	32	0.0588235	1	/	/	10	20	0.333333	1	19	0.05	1	/	/
1	243054981	243054982	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	6	39	0.133333	2	32	0.0588235	1	/	/	10	20	0.333333	1	20	0.047619	1	/	/
1	243054982	243054983	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	8	37	0.177778	2	32	0.0588235	1	/	/	11	19	0.366667	1	20	0.047619	1	/	/
1	243054983	243054984	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	8	37	0.177778	0	34	0.0	1	/	/	11	17	0.392857	1	20	0.047619	/	/	/
1	243054985	243054986	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	6	39	0.133333	1	33	0.0294118	1	/	/	6	21	0.222222	0	21	0.0	/	/	/
1	243054989	243054990	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	7	33	0.175	1	31	0.03125	1	/	/	6	16	0.272727	1	19	0.05	/	/	/
1	243054991	243054992	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	6	32	0.157895	2	30	0.0625	1	/	/	7	15	0.318182	2	18	0.1	/	/	/
1	243054994	243054995	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	14	23	0.378378	2	30	0.0625	1	/	/	5	16	0.238095	3	16	0.157895	/	/	/
1	243054995	243054996	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	15	20	0.428571	2	30	0.0625	1	/	/	6	14	0.3	3	16	0.157895	/	/	/
1	243054996	243054997	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	14	21	0.4	3	29	0.09375	1	/	/	5	16	0.238095	3	16	0.157895	/	/	/
1	243055000	243055001	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	13	18	0.419355	2	27	0.0689655	1	/	/	1	17	0.0555556	1	17	0.0555556	/	/	/
1	243055001	243055002	-	1	ENSG00000253326	RP11-261C10.7	pseudogene	10	20	0.333333	1	28	0.0344828	1	/	/	2	16	0.111111	1	17	0.0555556	/	/	/
1	247100096	247100097	-	0	ENSG00000188295	ZNF669	mRNA	5	114	0.0420168	4	99	0.038835	/	/	/	8	86	0.0851064	10	81	0.10989	/	1	/
1	247100102	247100103	-	0	ENSG00000188295	ZNF669	mRNA	6	114	0.05	3	97	0.03	/	/	/	8	82	0.0888889	10	77	0.114943	/	1	/
1	248848473	248848474	+	1			intergenic	79	323	0.196517	70	261	0.21148	1	1	0.203274	26	246	0.0955882	20	319	0.0589971	/	/	/
1	248850172	248850173	-	1	ENSG00000171163	ZNF692	mRNA	82	102	0.445652	68	94	0.419753	1	1	0.433526	29	103	0.219697	21	103	0.169355	1	1	0.195312
2	1639393	1639394	-	0	ENSG00000130508	PXDN	mRNA	0	64	0.0	5	44	0.102041	/	1	/	5	85	0.0555556	1	100	0.00990099	/	/	/
2	1648518	1648519	-	1	ENSG00000130508	PXDN	mRNA	10	85	0.105263	1	65	0.0151515	1	/	/	3	50	0.0566038	16	54	0.228571	/	1	/
2	1649193	1649194	-	0	ENSG00000130508	PXDN	mRNA	4	33	0.108108	4	29	0.121212	/	/	/	6	30	0.166667	2	19	0.0952381	1	/	/
2	1649289	1649290	-	1	ENSG00000130508	PXDN	mRNA	1091	723	0.601433	953	568	0.626561	1	1	0.612894	951	554	0.631894	938	484	0.659634	1	1	0.645371
2	1649406	1649407	-	1	ENSG00000130508	PXDN	mRNA	6	40	0.130435	1	18	0.0526316	1	/	/	0	40	0.0	1	36	0.027027	/	/	/
2	1789115	1789116	-	1	ENSG00000186487	MYT1L	mRNA	60	2	0.967742	52	2	0.962963	1	1	0.965517	79	1	0.9875	88	0	1.0	1	1	0.994048
2	3189193	3189194	-	0	ENSG00000032389	TSSC1	mRNA	4	94	0.0408163	3	59	0.0483871	/	/	/	2	61	0.031746	6	48	0.111111	/	1	/
2	3575291	3575292	+	1	ENSG00000171863	RPS7	mRNA	5	40	0.111111	7	36	0.162791	1	1	0.136364	0	28	0.0	1	29	0.0333333	/	/	/
2	3575655	3575656	+	1	ENSG00000171863	RPS7	mRNA	16	95	0.144144	12	83	0.126316	1	1	0.135922	14	64	0.179487	7	86	0.0752688	1	/	/
2	3576480	3576481	+	1	ENSG00000171863	RPS7	mRNA	34	12	0.73913	27	8	0.771429	1	1	0.753086	22	13	0.628571	20	16	0.555556	1	1	0.591549
2	9207023	9207024	+	1	ENSG00000151693	ASAP2	mRNA	76	372	0.169643	60	355	0.144578	1	1	0.15759	27	406	0.0623557	34	400	0.078341	/	/	/
2	9418726	9418727	-	1	ENSG00000119185	ITGB1BP1	mRNA	19	16	0.542857	20	13	0.606061	1	1	0.573529	42	13	0.763636	27	15	0.642857	1	1	0.71134
2	9630518	9630519	-	0	ENSG00000134308	YWHAQ	mRNA	3	41	0.0681818	1	44	0.0222222	/	/	/	1	43	0.0227273	6	40	0.130435	/	1	/
2	9630519	9630520	-	1	ENSG00000134308	YWHAQ	mRNA	6	45	0.117647	4	43	0.0851064	1	/	/	1	52	0.0188679	3	52	0.0545455	/	/	/
2	10046347	10046348	-	1			intergenic	14	38	0.269231	12	29	0.292683	1	1	0.27957	3	15	0.166667	5	21	0.192308	/	/	/
2	10047703	10047704	-	1			intergenic	15	35	0.3	12	27	0.307692	1	1	0.303371	8	19	0.296296	20	20	0.5	/	1	/
2	10129230	10129231	+	0	ENSG00000171848	RRM2	mRNA	2	20	0.0909091	1	18	0.0526316	/	/	/	3	12	0.2	8	25	0.242424	/	1	/
2	10303068	10303069	+	1			intergenic	15	60	0.2	14	52	0.212121	1	1	0.205674	3	28	0.0967742	1	62	0.015873	/	/	/
2	10419726	10419727	+	0	ENSG00000115756	HPCAL1	mRNA	4	32	0.111111	6	26	0.1875	/	1	/	8	22	0.266667	1	18	0.0526316	1	/	/
2	10420139	10420140	+	0	ENSG00000115756	HPCAL1	mRNA	1	45	0.0217391	10	45	0.181818	/	1	/	7	27	0.205882	4	38	0.0952381	1	/	/
2	10423950	10423951	-	0			intergenic	3	77	0.0375	0	40	0.0	/	/	/	0	39	0.0	7	51	0.12069	/	1	/
2	10423951	10423952	-	0			intergenic	3	77	0.0375	0	40	0.0	/	/	/	0	39	0.0	7	51	0.12069	/	1	/
2	10423955	10423956	-	0			intergenic	4	76	0.05	1	39	0.025	/	/	/	0	39	0.0	7	50	0.122807	/	1	/
2	10423956	10423957	-	0			intergenic	4	77	0.0493827	1	39	0.025	/	/	/	0	40	0.0	7	50	0.122807	/	1	/
2	10423958	10423959	-	0			intergenic	5	76	0.0617284	2	38	0.05	/	/	/	0	41	0.0	7	50	0.122807	/	1	/
2	10423959	10423960	-	0			intergenic	5	76	0.0617284	2	38	0.05	/	/	/	0	41	0.0	7	50	0.122807	/	1	/
2	10423978	10423979	-	1			intergenic	7	49	0.125	5	17	0.227273	1	/	/	1	26	0.037037	4	32	0.111111	/	/	/
2	10423985	10423986	-	1			intergenic	9	44	0.169811	3	14	0.176471	1	/	/	1	22	0.0434783	2	26	0.0714286	/	/	/
2	10423986	10423987	-	1			intergenic	10	43	0.188679	3	13	0.1875	1	/	/	2	22	0.0833333	4	25	0.137931	/	/	/
2	10423987	10423988	-	1			intergenic	10	42	0.192308	3	13	0.1875	1	/	/	2	22	0.0833333	4	24	0.142857	/	/	/
2	10423989	10423990	-	1			intergenic	10	35	0.222222	3	12	0.2	1	/	/	2	20	0.0909091	4	22	0.153846	/	/	/
2	10423990	10423991	-	1			intergenic	10	35	0.222222	4	11	0.266667	1	/	/	2	20	0.0909091	4	22	0.153846	/	/	/
2	10423993	10423994	-	1			intergenic	7	30	0.189189	3	11	0.214286	1	/	/	2	17	0.105263	4	20	0.166667	/	/	/
2	10423995	10423996	-	1			intergenic	6	30	0.166667	2	12	0.142857	1	/	/	2	16	0.111111	4	20	0.166667	/	/	/
2	10423996	10423997	-	1			intergenic	6	29	0.171429	2	12	0.142857	1	/	/	2	16	0.111111	3	20	0.130435	/	/	/
2	10448292	10448293	-	1	ENSG00000115758	ODC1	mRNA	70	374	0.157658	56	342	0.140704	1	1	0.149644	52	310	0.143646	45	300	0.130435	1	1	0.137199
2	10448293	10448294	-	1	ENSG00000115758	ODC1	mRNA	56	356	0.135922	46	323	0.124661	1	1	0.130602	45	294	0.132743	34	288	0.10559	1	1	0.119516
2	10448294	10448295	-	1	ENSG00000115758	ODC1	mRNA	42	320	0.116022	36	283	0.112853	1	1	0.114537	37	262	0.123746	33	260	0.112628	1	1	0.118243
2	10448299	10448300	-	1	ENSG00000115758	ODC1	mRNA	29	156	0.156757	24	160	0.130435	1	1	0.143631	26	134	0.1625	19	145	0.115854	1	1	0.138889
2	10448300	10448301	-	1	ENSG00000115758	ODC1	mRNA	28	141	0.16568	27	153	0.15	1	1	0.157593	24	127	0.15894	16	143	0.100629	1	1	0.129032
2	10448302	10448303	-	1	ENSG00000115758	ODC1	mRNA	13	111	0.104839	16	115	0.122137	1	1	0.113725	16	97	0.141593	10	110	0.0833333	1	/	/
2	10448303	10448304	-	0	ENSG00000115758	ODC1	mRNA	11	106	0.0940171	12	117	0.0930233	/	/	/	16	96	0.142857	12	106	0.101695	1	1	0.121739
2	10448305	10448306	-	1	ENSG00000115758	ODC1	mRNA	10	89	0.10101	10	109	0.0840336	1	/	/	11	90	0.108911	10	93	0.0970874	1	/	/
2	10448306	10448307	-	0	ENSG00000115758	ODC1	mRNA	9	82	0.0989011	11	102	0.0973451	/	/	/	11	87	0.112245	9	87	0.09375	1	/	/
2	10448309	10448310	-	0	ENSG00000115758	ODC1	mRNA	4	58	0.0645161	7	71	0.0897436	/	/	/	7	64	0.0985915	8	71	0.101266	/	1	/
2	10689805	10689806	-	0	ENSG00000115761	NOL10	mRNA	0	33	0.0	0	22	0.0	/	/	/	1	26	0.037037	5	31	0.138889	/	1	/
2	10764395	10764396	+	1	ENSG00000143882	ATP6V1C2	mRNA	11	23	0.323529	6	17	0.26087	1	/	/	5	24	0.172414	2	17	0.105263	/	/	/
2	10782283	10782284	+	1	ENSG00000143882	ATP6V1C2	mRNA	8	22	0.266667	9	18	0.333333	1	/	/	5	23	0.178571	4	39	0.0930233	/	/	/
2	10784982	10784983	-	0	ENSG00000143870	PDIA6	mRNA	2	52	0.037037	2	45	0.0425532	/	/	/	2	76	0.025641	7	60	0.104478	/	1	/
2	11344302	11344303	-	0	ENSG00000134318	ROCK2	mRNA	2	16	0.111111	3	21	0.125	/	/	/	7	29	0.194444	1	41	0.0238095	1	/	/
2	11584802	11584803	+	1	ENSG00000196208	GREB1	mRNA	13	45	0.224138	13	33	0.282609	1	1	0.25	13	33	0.282609	16	43	0.271186	1	1	0.27619
2	11641618	11641619	-	0			intergenic	4	35	0.102564	5	44	0.102041	/	1	/	2	35	0.0540541	2	27	0.0689655	/	/	/
2	15630849	15630850	+	1	ENSG00000079785	DDX1	mRNA	26	126	0.171053	15	81	0.15625	1	1	0.165323	27	71	0.27551	22	87	0.201835	1	1	0.236715
2	17731079	17731080	-	0	ENSG00000163029	SMC6	mRNA	2	52	0.037037	2	37	0.0512821	/	/	/	2	46	0.0416667	5	44	0.102041	/	1	/
2	20204055	20204056	-	1	ENSG00000115884	SDC1	mRNA	62	346	0.151961	35	322	0.0980392	1	/	/	68	414	0.141079	70	424	0.1417	1	1	0.141393
2	20447098	20447099	+	1	ENSG00000143878	RHOB	mRNA	511	1383	0.269799	430	1173	0.268247	1	1	0.269088	742	1899	0.280954	806	2039	0.283304	1	1	0.282173
2	20447436	20447437	+	0	ENSG00000143878	RHOB	mRNA	24	324	0.0689655	21	313	0.0628743	/	/	/	36	477	0.0701754	52	441	0.105477	/	1	/
2	20447437	20447438	+	0	ENSG00000143878	RHOB	mRNA	28	337	0.0767123	23	332	0.0647887	/	/	/	39	509	0.0711679	58	477	0.108411	/	1	/
2	20448096	20448097	+	0	ENSG00000143878	RHOB	mRNA	4	51	0.0727273	4	56	0.0666667	/	/	/	9	53	0.145161	3	66	0.0434783	1	/	/
2	20448097	20448098	+	0	ENSG00000143878	RHOB	mRNA	4	51	0.0727273	3	54	0.0526316	/	/	/	4	58	0.0645161	12	60	0.166667	/	1	/
2	20448098	20448099	+	0	ENSG00000143878	RHOB	mRNA	6	57	0.0952381	3	49	0.0576923	/	/	/	9	58	0.134328	7	73	0.0875	1	/	/
2	20448359	20448360	+	0	ENSG00000143878	RHOB	mRNA	6	60	0.0909091	2	40	0.047619	/	/	/	3	65	0.0441176	8	62	0.114286	/	1	/
2	20618470	20618471	-	0	ENSG00000118960	HS1BP3	mRNA	3	27	0.1	1	22	0.0434783	/	/	/	6	53	0.101695	6	41	0.12766	1	1	0.113208
2	23385355	23385356	+	1	ENSG00000119771	KLHL29	mRNA	23	77	0.23	24	68	0.26087	1	1	0.244792	22	85	0.205607	30	74	0.288462	1	1	0.246445
2	23385356	23385357	+	1	ENSG00000119771	KLHL29	mRNA	26	76	0.254902	30	63	0.322581	1	1	0.287179	28	79	0.261682	33	70	0.320388	1	1	0.290476
